Fiscal Year,Service,Department,Division,Position Number,Job Title,Total Salary
2019,Human Resources and Development,Human Services,Community Schools,M501-703,Admin Asst/Dhsp,59748.00
2019,Human Resources and Development,Human Services,Community Schools,M428-701,Comm School Director,62515.00
2019,Human Resources and Development,Human Services,Community Schools,M428-703,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M428-704,Comm School Director,62365.00
2019,Human Resources and Development,Human Services,Community Schools,M428-706,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M428-707,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M428-708,Comm School Director,59776.00
2019,Human Resources and Development,Human Services,Community Schools,M428-709,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M428-710,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M428-711,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M428-714,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M428-717,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M428-718,Comm School Director,63658.00
2019,Human Resources and Development,Human Services,Community Schools,M310-701,Community School Program Dir.,50126.00
2019,Human Resources and Development,Human Services,Community Schools,M310-702,Community School Program Dir.,45556.00
2019,Human Resources and Development,Human Services,Community Schools,M310-703,Community School Program Dir.,50126.00
2019,Human Resources and Development,Human Services,Community Schools,M426-701,Div Head/Comm & Youth,114326.00
2019,Human Resources and Development,Human Services,Community Schools,M423-701,Program Mgr/Developer,85629.00
2019,Human Resources and Development,Human Services,Community Schools,M423-703,Program Mgr/Developer,82237.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M521-701,Activities/Voulntr Coord,63658.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M501-701,Admin Asst/Dhsp,59748.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A860-701,Bus Driver/COA,47630.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M761-703,Case Manager/Dhsp,60826.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M517-701,Dir/Client Svs/Coa,82237.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M797-701,Div Head/COA,114326.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A500-701,Food Pantry Assistant,16255.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M856-701,Food Svs Manager/Coa,67901.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M642-702,Intake Info Referral Spec,51629.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A499-701,Meals Coordinator/COA,52192.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M482-701,N. Camb. Sr Center Director,63658.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A110-701,Office Aide COA,16255.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A110-702,Office Aide COA,16255.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A110-703,Office Aide COA,16255.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A110-704,Office Aide COA,16255.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M860-701,Senior Acitivites Assistant,36883.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M859-701,Senior Center Activity Assist.,43153.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M872-702,Senior Center Assistant,18288.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M519-701,Sr Center Director,85629.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,M861-701,Sr Food Pantry Coordinato,48930.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A859-000,Weekend Meals Asst/COA,2084.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A859-701,Weekend Meals Asst/COA,4168.00
2019,Human Resources and Development,Human Services,Elderly Services & Council on Aging,A857-701,Weekend Receptionist/COA,4585.00
2019,Human Resources and Development,Human Services,Family Policy Council,M454-701,Exec Dir/Kids Council,94089.00
2019,Human Resources and Development,Human Services,Inclusion Initiative,M435-701,Inclusion Specialist,45855.00
2019,Human Resources and Development,Human Services,Inclusion Initiative,M436-701,Manager of Inclusion Services,97302.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M869-701,Assistant Program Manager ED,60063.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M868-702,Assistant Teacher-KOED,18578.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M868-703,Assistant Teacher-KOED,18578.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M868-704,Assistant Teacher-KOED,18578.00
2019,Human Resources and Development,Library,Branch Libraries,L410-707,Branch Manager,70533.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M868-705,Assistant Teacher-KOED,19025.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M868-707,Assistant Teacher-KOED,19025.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M868-709,Assistant Teacher-KOED,18132.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M868-711,Assistant Teacher-KOED,18578.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M867-701,Extended Day Teacher,39502.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M867-702,Extended Day Teacher,39502.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M867-707,Extended Day Teacher,39502.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M867-708,Extended Day Teacher,39502.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M867-709,Extended Day Teacher,36064.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M867-710,Extended Day Teacher,39502.00
2019,Human Resources and Development,Human Services,King Open Extended Day,M867-711,Extended Day Teacher,39502.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M501-702,Admin Asst/Dhsp,59748.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",C101-701,Admin Asst/Personnel/DHSP,55873.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",O011-701,Asst City Mngr/Human Serv,197319.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M425-702,Asst.Dir for Administration,127472.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M767-701,Asst.Dir./Adult & Fam. Srvc,127472.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M231-701,Asst.Dir./Child Yth & Fam Srv,127472.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M242-701,DHSP Operations Manager,63658.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M305-701,DHSP Systems Coordinator,72125.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",K031-001,Fiscal Administrator,30225.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M455-701,Off. of College Success Coord.,94089.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M768-701,Personnl Admin/Fuel Drctr/Dhsp,97302.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M158-701,Project Coordinator/DHSP,99054.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",C171-702,Sr Account Clerk,55272.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",C171-706,Sr Account Clerk,55272.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",C171-710,Sr Account Clerk,54646.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M451-701,Steam Coordinator,109396.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M998-001,STEAM Quality Coordinator,75953.00
2019,Human Resources and Development,Human Services,"Leadership, Operations & IT",M156-702,System Administrator,103501.00
2019,Human Resources and Development,Human Services,Multi-Service Center ,M761-702,Case Manager/Dhsp,60826.00
2019,Human Resources and Development,Human Services,Multi-Service Center ,M466-701,Haitian Services Coordina,60826.00
2019,Human Resources and Development,Human Services,Multi-Service Center ,M464-701,Housng Spec/Elderly/Disab,60826.00
2019,Human Resources and Development,Human Services,Multi-Service Center ,M438-701,Multi Service Center Assistant,46446.00
2019,Human Resources and Development,Human Services,Multi-Service Center ,M478-701,Multiservice Center Direc,80933.00
2019,Human Resources and Development,Human Services,Multi-Service Center ,M762-701,Senior Case Manager,61532.00
2019,Human Resources and Development,Human Services,Multi-Service Center ,C110-705,Sr Clerk & Typist,40985.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M126-701,Career Counseling Coordinator,69803.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M494-701,Career Counselor/CEP,56654.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M384-701,"Case Mgr, Tran Jobs Prog.",62397.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M361-701,Div Head/Workforce Develp,103410.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M362-701,Employment Coordinator,71351.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M497-701,Employment Services Coord.,62397.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M360-701,Prog Dir-Adult Empl/WDO,85629.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M364-701,Program Asst/WDO,45909.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M498-701,Senior Job Developer,71351.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M375-701,Sr. Youth Programs Manager,85629.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M379-701,Transitional Jobs Prog. Coord.,88151.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M496-002,Workshop Fac&Job Developer CEP,57169.00
2019,Human Resources and Development,Human Services,Office of Workforce Development,M202-701,Youth Services Specialist,58479.00
2019,Human Resources and Development,Human Services,Planning and Development,M447-701,HMIS Project Manager,74278.00
